genes	logFC	logCPM	LR	PValue	FDR
NHFMJM_14410	1.9554796912556	8.632736470383	10.070989397022	0.00150622127216807	0.0330156256547903
NHFMJM_22185	1.16381986124982	4.58526417397801	10.0441216615942	0.00152834857539642	0.0333144989087366
NHFMJM_22195	2.09482439203179	5.77588203584058	10.0047256514753	0.00156139049668975	0.0339053274775481
NHFMJM_03980	-1.05958000728606	3.45228635637898	9.98413282594412	0.00157894896519627	0.0341567331069543
NHFMJM_13060	2.90257838744173	9.84948693326511	9.93035069832486	0.00162575556054424	0.0346443656950303
NHFMJM_20765	2.05882721596354	2.61480994278481	9.93048804381335	0.00162563425587958	0.0346443656950303
NHFMJM_23600	-1.27632985981654	4.59827678349721	9.93875092032994	0.00161835325841679	0.0346443656950303
NHFMJM_17345	-1.22227088624476	2.84831860935693	9.94530788319814	0.00161259897492666	0.0346443656950303
NHFMJM_10315	-1.87181221045685	5.92043483100322	9.8488810660022	0.00169935090235396	0.0359705297892979
NHFMJM_27065	-1.81672113764002	4.15836018816904	9.84074468556869	0.00170688383346169	0.0359705297892979
NHFMJM_12345	-1.74598414844067	6.19583682095642	9.84260697966311	0.00170515667943347	0.0359705297892979
NHFMJM_07905	2.51418154368426	9.48725030262863	9.76242655679232	0.00178114661317085	0.0373810677319954
NHFMJM_27865	-1.45450303818629	1.61198221047432	9.75648954748095	0.0017869079829863	0.0373810677319954
NHFMJM_15190	-1.5528049108935	1.59625211880499	9.73354734803983	0.00180934953352108	0.0377123911895581
NHFMJM_21975	2.25199709120649	6.40427080153862	9.69727062310616	0.00184541908203984	0.0381068565301441
NHFMJM_14405	1.84778184402277	9.65916000624526	9.69730533997102	0.00184538421732733	0.0381068565301441
NHFMJM_10925	1.46501626561839	3.49904379249106	9.69441153514849	0.00184829263856591	0.0381068565301441
NHFMJM_25165	1.11322876116558	4.36136565923607	9.68622219447934	0.00185654854607612	0.0381393839807221
NHFMJM_19205	-0.913986293171927	4.3142574864373	9.66995327555519	0.00187306076420563	0.0383406810909618
NHFMJM_04900	2.91955436495896	12.2808894412661	9.65174269946965	0.00189172032854138	0.0383849113175196
NHFMJM_09425	2.39647533767692	10.0984650043668	9.65412454654694	0.00188926908529995	0.0383849113175196
NHFMJM_10595	-1.04309363629089	5.4016219611677	9.6481873922252	0.00189538522002111	0.0383849113175196
NHFMJM_08670	-0.941923021210444	5.20467905823148	9.61484114766083	0.0019301115748434	0.0389500607912743
NHFMJM_08300	-1.88764078497117	6.31008650173088	9.59409081049617	0.00195204556988909	0.039253986794495
NHFMJM_22640	-1.84497050169472	5.74360778914845	9.55696766608403	0.00199191879945892	0.0396371019641459
NHFMJM_15775	-1.31211907289275	6.74736487675597	9.56201076751857	0.00198645400464723	0.0396371019641459
NHFMJM_02030	1.05315511365889	3.80278260954757	9.56951044245855	0.00197835531894542	0.0396371019641459
NHFMJM_18065	-1.33261297004447	2.73396993582173	9.5152438719874	0.00203772023176942	0.0404077091792888
NHFMJM_24435	-0.994093720446118	3.89471670899902	9.49349878503242	0.00206201228175322	0.0404678767735142
NHFMJM_22855	-0.940109276263761	5.84680554579852	9.50047542969967	0.00205418664884188	0.0404678767735142
NHFMJM_02400	-0.929548637608387	5.31630020472358	9.49551376485741	0.00205974899930198	0.0404678767735142
NHFMJM_19935	-1.74965297199467	3.20219302329596	9.47710336570918	0.00208052207590587	0.0406634767414398
NHFMJM_06665	1.50317727721366	6.57293366792955	9.47208665454178	0.0020862193460413	0.0406634767414398
NHFMJM_11275	-1.0022795433552	4.13974066959323	9.45008112509225	0.00211139761713879	0.0410142577941484
NHFMJM_15855	-1.53480627306134	2.4961134482569	9.41709068793918	0.00214972319515367	0.0416171836187208
NHFMJM_26980	-0.977622734452978	4.71354580227728	9.4057759524886	0.0021630295937338	0.041733317600722
NHFMJM_02430	1.93074960005104	8.82816601638851	9.38395434421358	0.00218892872434272	0.0420908146286911
NHFMJM_12920	1.5421186490549	8.55088246344344	9.34581355392076	0.00223495417542817	0.0424139686524092
NHFMJM_15045	-1.42866477271525	3.89532421486647	9.34236625382157	0.0022391621913928	0.0424139686524092
NHFMJM_15000	-1.28486403260112	2.5674383158788	9.33933589879771	0.00224286789231791	0.0424139686524092
NHFMJM_25800	-1.25763804420451	4.29490685512861	9.34806090820749	0.00223221521761659	0.0424139686524092
NHFMJM_21405	1.05061722924359	5.65935230445472	9.3517579930948	0.00222771680982721	0.0424139686524092
NHFMJM_19920	-2.84469502144064	6.90193909343741	9.31398994949025	0.00227410709893621	0.0427217948750813
NHFMJM_06055	1.44105547408075	5.66547614723336	9.31739665183978	0.00226988275147387	0.0427217948750813
NHFMJM_21675	-1.31658242237357	5.12080714364687	9.2927238546817	0.00230065818217922	0.0430788815686084
NHFMJM_03500	-1.55368306109577	6.94959683490653	9.26737003626284	0.00233272422740813	0.0433947493899928
NHFMJM_25820	-1.47448385525965	1.20251546805887	9.27247895423689	0.00232622648460208	0.0433947493899928
NHFMJM_08845	-1.03717544502642	4.65440863166213	9.25385749251742	0.00234999897052562	0.0435741692229605
NHFMJM_02745	1.39278172645698	4.33885915191594	9.24528189546055	0.00236102947931689	0.043637020570805
NHFMJM_15770	-1.26973377782773	5.06923171924974	9.23020936636831	0.0023805442524555	0.0438557684702367
NHFMJM_02465	-1.3948163939944	7.61687502979389	9.18976331494648	0.00243372358090251	0.0446913034422322
NHFMJM_15805	-1.0102326209416	5.40969560823715	9.16471443501908	0.00246726132260939	0.0451619532481482
NHFMJM_10405	-1.43718506389878	4.98019577830815	9.13709983763585	0.00250477820984105	0.0456448628370684
NHFMJM_10295	-1.37550900386834	4.00438311590227	9.1335606059053	0.00250962824914017	0.0456448628370684
NHFMJM_18980	-1.28252311498522	2.11757036596758	9.12025919865226	0.00252794141697724	0.0458319791503397
NHFMJM_18905	-1.1216930422182	2.94498143317517	9.09318578832425	0.00256563578622447	0.0462833214376397
NHFMJM_23965	-0.994195163191688	5.10586561168597	9.09075749809986	0.00256904445731602	0.0462833214376397
NHFMJM_06780	1.37337479719022	6.25201043788477	9.07549013388189	0.00259058132619916	0.0465245596035327
NHFMJM_14930	-0.915341590198794	5.72070536266617	9.06101604289168	0.00261116839903368	0.0467472812754902
NHFMJM_07495	-0.919151703232799	5.65025292402636	9.03918247927696	0.00264253783049673	0.0471610423436464
NHFMJM_04580	1.11293334728374	6.16103463789096	9.02979888797508	0.00265613702196607	0.0472560701945427
NHFMJM_11095	1.90605445913985	8.54235293118966	9.02284594655015	0.00266625939834796	0.047288842931569
NHFMJM_08745	-1.66430845241647	6.66690104579738	8.99398403841186	0.00270869820828688	0.0474520719862773
NHFMJM_17385	-1.22671656516098	6.55951702343075	8.99757693396752	0.0027033780274502	0.0474520719862773
NHFMJM_18280	-1.11262458234478	3.81350512440823	9.00916623366741	0.00268628936234365	0.0474520719862773
NHFMJM_01300	-0.877908116875347	5.87691423080482	8.99497318541431	0.00270723246909808	0.0474520719862773
NHFMJM_08880	1.40079038113309	5.98251622932488	8.98241413074204	0.00272590269609607	0.0475614890634616
NHFMJM_12220	-1.21070041791128	5.11353885832887	8.97331506402387	0.00273951094783469	0.0475614890634616
NHFMJM_19060	-0.946607084638403	4.67993217966137	8.97303680246486	0.00273992819153894	0.0475614890634616
NHFMJM_07485	1.95001161594649	10.4985891808895	8.95196736221487	0.00277170925028798	0.0479673682678626
NHFMJM_09790	4.73026307048435	4.34384954531344	8.90666625447888	0.00284131497760482	0.0487426763322401
NHFMJM_12550	2.37333475080287	8.63334245895316	8.88977652027567	0.00286771830636188	0.0487426763322401
NHFMJM_09640	-1.74833282452682	4.22764997199428	8.91035417894385	0.00283558264732616	0.0487426763322401
NHFMJM_09635	-1.57285726632919	5.53138018237406	8.90037403158074	0.00285112248590122	0.0487426763322401
NHFMJM_04600	1.55885397716962	6.28279086772918	8.89179386404853	0.00286455158050616	0.0487426763322401
NHFMJM_05155	1.17503306093909	3.37077038354064	8.89026157021348	0.00286695657459593	0.0487426763322401
NHFMJM_15560	-1.01462572403722	4.4694331843971	8.87581461178749	0.00288973269272369	0.0489711080360386
NHFMJM_15140	-1.17717658540786	4.5471457934765	8.86484440031143	0.00290715029215437	0.0489756204085357
NHFMJM_01915	-1.12098788201773	5.9073761703947	8.86887878824485	0.0029007324605254	0.0489756204085357
NHFMJM_03910	1.13630798562232	6.56445243047308	8.83988845731121	0.00294717157224716	0.0493586417862274
NHFMJM_11215	-0.989134464902654	6.13920791140311	8.84202998536218	0.00294371540887357	0.0493586417862274
